APPLICATION,LOGZIO_PROJECT,ENVIRONMENT,message,PATTERN,LOG_MESSAGE_TIMESTAMP,TARGET_SYSTEM,TARGET_URI
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:42.332  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469145)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:42.333000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:42.103  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469096)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:42.103000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:41.883  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469036)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:41.883000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:41.656  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469035)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:41.657000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:41.417  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469030)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:41.417000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:41.193  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469029)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:41.194000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:40.971  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469021)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:40.971000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:40.741  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469010)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:40.741000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:40.523  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469009)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:40.523000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:40.287  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469007)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:40.288000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:40.066  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469004)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:40.066000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:30.318  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469956)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:30.318000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:30.083  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469950)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:30.083000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:22.379  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469751)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:22.380000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:22.158  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469650)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:22.158000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:21.934  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469638)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:21.934000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:21.690  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469636)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:21.690000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:21.473  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469632)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:21.473000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:21.254  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469631)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:21.254000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:21.032  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469630)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:21.032000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:20.808  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469629)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:20.808000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:20.584  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469628)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:20.585000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:20.362  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469627)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:20.362000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:19.842  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469553)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:19.843000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:19.630  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469550)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:19.632000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:19.409  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469546)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:19.409000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:19.180  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469545)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:19.180000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:18.953  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469537)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:18.953000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:18.720  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469536)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:18.720000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:18.482  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469535)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:18.485000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:18.251  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469530)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:18.251000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:18.029  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469529)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:18.029000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:17.813  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469527)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:17.814000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:16.994  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469477)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:16.994000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:15.290  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469294)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:15.290000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:15.061  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469293)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:15.061000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:14.845  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469292)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:14.845000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:14.616  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469290)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:14.616000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:12.537  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469205)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:12.537000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:12.021  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469199)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:12.021000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:11.801  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469187)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:11.802000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:09.150  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469036)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:09.150000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:08.353  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469029)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:08.353000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:08.115  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469021)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:08.116000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:07.888  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469010)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:07.888000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:07.660  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469009)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:07.661000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:07.414  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469007)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:07.414000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:27:07.178  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469004)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:27:07.178000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:11.762  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469029)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:11.762000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:11.545  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469021)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:11.546000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:11.309  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469010)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:11.310000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:11.074  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469009)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:11.074000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:10.841  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469007)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:10.842000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:26:10.610  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469004)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:26:10.610000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-22 21:06:48.688  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: DishDevice.Imsi=313340100001169 for 0:1:5:3070\""}]\n""",Create Subscriber Error 409,2022-02-22T21:06:48.688000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-21 19:53:03.346  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469945)\""}]\n""",Get Subscription & Device Error 404,2022-02-21T19:53:03.347000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-21 17:39:34.089  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469945 for 0:1:5:2824\""}]\n""",Create Subscriber Error 409,2022-02-21T17:39:34.089000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-19 03:11:53.762  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469947 for 0:1:5:2742\""}]\n""",Create Subscriber Error 409,2022-02-19T03:11:53.763000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-19 02:40:29.455  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469946 for 0:2:5:2733\""}]\n""",Create Subscriber Error 409,2022-02-19T02:40:29.455000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-19 02:40:29.455  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""This is a sample message for pattern extracion""}]\n""",Create Subscriber Error 409,2022-02-19T02:40:29.455000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 23:35:19.525  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-24T23:35:19.526000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 18:29:15.266  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,2022-02-24T18:29:15.266000,iAPI,
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 66:13]\n""",profile origin class path resource application,2022-02-24T17:06:05.756000,iAPI,
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 81:13]\n""",profile origin class path resource application,2022-02-24T17:06:05.755000,iAPI,.w.r.s.m.s.SubscriptionManagementService
