APPLICATION,LOGZIO_PROJECT,ENVIRONMENT,message,PATTERN,LOG_MESSAGE_TIMESTAMP,TARGET_SYSTEM,TARGET_URI
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:54.244  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469794)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:54.244000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:54.026  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469771)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:54.026000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:53.810  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469767)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:53.810000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:53.574  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469754)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:53.574000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:53.351  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469751)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:53.351000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:53.126  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469650)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:53.126000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:52.889  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469638)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:52.889000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:52.661  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469636)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:52.661000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:52.444  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469632)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:52.444000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:52.209  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469631)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:52.210000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:51.985  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469630)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:51.985000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:51.757  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469629)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:51.758000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:51.534  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469628)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:51.534000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:51.309  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469627)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:51.309000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:51.089  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469593)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:51.089000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:50.875  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469553)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:50.875000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:50.659  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469550)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:50.659000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:50.446  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469546)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:50.446000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:50.228  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469545)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:50.229000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:49.977  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469537)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:49.977000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:49.739  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469536)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:49.739000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:49.530  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469535)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:49.530000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:49.313  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469530)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:49.313000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:49.074  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469529)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:49.074000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:48.850  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469527)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:48.850000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:48.635  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469519)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:48.635000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:48.413  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469482)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:48.413000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:48.194  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469477)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:48.195000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:47.969  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469299)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:47.969000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:47.740  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469298)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:47.740000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:47.515  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469297)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:47.515000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:47.275  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469296)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:47.276000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:47.051  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469295)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:47.051000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:46.822  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469294)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:46.823000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:46.595  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469293)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:46.595000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:46.369  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469292)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:46.369000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:46.156  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469290)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:46.156000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:45.929  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469289)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:45.929000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:45.713  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469288)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:45.714000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:45.495  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469287)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:45.495000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:45.271  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469263)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:45.271000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:45.023  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469259)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:45.023000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:44.799  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469256)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:44.800000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:44.572  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469205)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:44.572000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:44.354  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469201)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:44.354000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:44.131  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469199)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:44.132000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:43.910  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469187)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:43.910000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:43.689  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469172)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:43.690000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:43.464  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469171)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:43.465000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:43.241  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469170)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:43.242000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:43.003  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469163)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:43.004000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:42.773  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469162)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:42.773000,iAPI,.w.r.s.m.s.SubscriptionManagementService
iAPI,Wireless Revenue Management Prod,PRODUCTION,"""2022-02-23 16:52:42.549  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469161)\""}]\n""",Get Subscription & Device Error 404,2022-02-23T16:52:42.550000,iAPI,.w.r.s.m.s.SubscriptionManagementService
